model,fold_id,uf,onset_week_error,peak_timing_error,peak_magnitude_error,total_cases_error
seasonal_naive,4,PI,-3.0,-1,-1.342420549728271,-0.9871342928249058
seasonal_naive,4,PR,15.0,0,1.6132971227598207,0.9001770128890906
seasonal_naive,4,RJ,6.0,7,0.9544040252021891,1.2094439999377498
seasonal_naive,4,RN,0.0,-9,-0.5537569163158077,0.5351941258513684
seasonal_naive,4,RO,0.0,-7,0.4982468415591305,0.6188132338901655
seasonal_naive,4,RR,0.0,-1,-1.072636802264849,-0.26212899802716344
seasonal_naive,4,RS,19.0,0,-0.7382086726910654,-1.599834058734537
seasonal_naive,4,SC,18.0,-3,-0.18916308861067133,-0.7536613410776112
seasonal_naive,4,SE,0.0,-1,-0.5998152407677262,0.04337543275125494
seasonal_naive,4,SP,13.0,0,1.4143932723422503,0.827548469166992
seasonal_naive,4,TO,-7.0,-2,-1.3282759435412066,-1.1735972862857336
xgb_quantile,1,AC,0.0,-5,-1.0480619517849568,-0.14095906457551097
xgb_quantile,1,AL,0.0,5,0.5472529338237829,0.9290303529504113
xgb_quantile,1,AM,0.0,7,-1.3354075541436317,-0.8129965574504815
xgb_quantile,1,AP,-12.0,-26,-1.6723393506627637,-0.16642820143422563
xgb_quantile,1,BA,8.0,1,0.24874617222526899,-0.0014386936544059932
xgb_quantile,1,CE,0.0,1,0.48939049137410134,0.36028751319039315
xgb_quantile,1,DF,5.0,5,0.05224029838164819,-0.048488981014149855
xgb_quantile,1,GO,1.0,7,0.07431349072036562,0.36582249548148066
xgb_quantile,1,MA,6.0,9,-0.46983109108589627,0.29635451793699596
xgb_quantile,1,MG,-1.0,2,-1.5438480945937834,-1.2337192770755083
xgb_quantile,1,MS,5.0,6,-1.1595122671774127,-0.7353443073394885
xgb_quantile,1,MT,-1.0,5,-0.8602550738908203,-0.45783203322185007
xgb_quantile,1,PA,0.0,7,-0.6361438667824423,-0.008897611335324447
xgb_quantile,1,PB,0.0,5,0.38418444762622783,1.1610835620082394
xgb_quantile,1,PE,0.0,7,0.42460518519861845,1.4277340986291924
xgb_quantile,1,PI,0.0,7,-0.2429834347781723,0.32815453172306286
xgb_quantile,1,PR,-11.0,1,-1.9274433969895273,-1.389060549162584
xgb_quantile,1,RJ,-6.0,5,-1.2994928350279442,-0.9175366185375882
xgb_quantile,1,RN,0.0,5,0.18978094528305925,0.8277491127022946
xgb_quantile,1,RO,0.0,13,-2.3120565012094683,-1.2107221637967218
xgb_quantile,1,RR,-1.0,-23,-0.9788375404001362,0.74998798402146
xgb_quantile,1,RS,-3.0,0,-0.20500102570745737,0.005094369289442016
xgb_quantile,1,SC,-3.0,0,-1.510815295652569,-1.2844001178073288
xgb_quantile,1,SE,0.0,-5,0.3909604016600269,0.402288131187626
xgb_quantile,1,SP,0.0,1,0.459750113964905,0.5439050524170033
xgb_quantile,1,TO,0.0,5,-0.1424830859628833,0.30334703548800773
xgb_quantile,2,AC,-3.0,9,-3.1071710253853464,-0.9867443639098393
xgb_quantile,2,AL,-16.0,-7,-0.7193253539783925,-0.4395141305583834
xgb_quantile,2,AM,-1.0,3,-1.875190249052058,-0.7576500911786287
xgb_quantile,2,AP,-12.0,0,-3.104475841132398,-2.768092081798802
xgb_quantile,2,BA,-10.0,3,-2.0605402798703727,-1.4392504956424814
xgb_quantile,2,CE,-14.0,4,0.49092415044651316,1.0186109211459164
xgb_quantile,2,DF,-3.0,9,-2.744959029008247,-1.6897167787679837
xgb_quantile,2,GO,-4.0,6,-1.0352197813974249,-0.75363142590168
xgb_quantile,2,MA,-16.0,4,-1.089378478366427,-0.134398494776117
xgb_quantile,2,MG,0.0,3,-2.712716792518073,-2.3156182120453295
xgb_quantile,2,MS,0.0,4,0.3958718812237596,0.6795899674193939
xgb_quantile,2,MT,-6.0,-1,-0.5358505780953835,-0.2644749868613825
xgb_quantile,2,PA,-12.0,3,-1.578815038366857,-0.9380075353874342
xgb_quantile,2,PB,-1.0,8,-0.47443046565382097,0.44596041720295937
xgb_quantile,2,PE,-1.0,2,-0.45794013040843573,-0.058196446726533464
xgb_quantile,2,PI,1.0,6,-0.24676664113802368,0.14140805258162384
xgb_quantile,2,PR,-4.0,1,-2.0566699848988894,-1.9552712462404824
xgb_quantile,2,RJ,-8.0,7,-3.1486581973564576,-1.9746243404611297
xgb_quantile,2,RN,-3.0,8,-0.8684124731968789,0.118582774182206
xgb_quantile,2,RO,-1.0,2,-1.060313357254871,0.09357647434066957
xgb_quantile,2,RR,0.0,-3,-1.9114366460243561,-0.8535553924051675
xgb_quantile,2,RS,2.0,-1,-1.0568850735224338,-0.9721599482347822
xgb_quantile,2,SC,-1.0,0,-1.6174236830575515,-1.4563260858532576
xgb_quantile,2,SE,0.0,8,0.29656048581083133,0.7368618935733711
xgb_quantile,2,SP,-3.0,-4,-2.0501595381272466,-1.7214026582797177
xgb_quantile,2,TO,-5.0,-1,0.14359053753331816,0.6030375002016345
xgb_quantile,3,AC,0.0,0,-1.5143498692932422,-1.2547939336332106
xgb_quantile,3,AL,0.0,-13,-2.126273387500897,-0.7225631904302665
xgb_quantile,3,AM,0.0,-8,-0.3987697724854444,-0.12881451227611568
xgb_quantile,3,AP,0.0,-1,-0.6949997552952918,-0.3803892078336229
xgb_quantile,3,BA,0.0,-5,-0.20443773523354056,-0.23598714567415194
xgb_quantile,3,CE,0.0,0,0.9636482341954751,1.0057699361415824
xgb_quantile,3,DF,0.0,24,-0.5141046181581251,0.5353655565423502
xgb_quantile,3,GO,0.0,-5,-0.945801107999498,-0.8718637201530047
xgb_quantile,3,MA,-1.0,0,3.0804568909443675e-05,0.06765246206676084
xgb_quantile,3,MG,1.0,6,-0.4618215601096205,-0.17688120835827165
xgb_quantile,3,MS,1.0,-3,0.08388148622405103,0.2143558452249314
xgb_quantile,3,MT,-6.0,8,-1.4391631267803786,-0.7524627819816991
xgb_quantile,3,PA,-1.0,2,-0.62668718951911,-0.47658616773939
xgb_quantile,3,PB,0.0,12,-0.8014980451721495,-0.14951207906612904
xgb_quantile,3,PE,0.0,-19,-1.6446003688872164,-0.7279191749329417
xgb_quantile,3,PI,5.0,0,-0.7135939853736913,-0.6860704955472562
xgb_quantile,3,PR,-12.0,0,-1.2392078305268133,-0.9136322625833607
xgb_quantile,3,RJ,0.0,-6,-1.0453164613022412,-0.3937384167446046
xgb_quantile,3,RN,0.0,2,-0.28955782296061655,-0.43583600601043654
xgb_quantile,3,RO,-5.0,-8,-0.821789737710284,-0.0023656436021282927
xgb_quantile,3,RR,0.0,-9,-0.556168946287731,0.17803010247740902
xgb_quantile,3,RS,-9.0,-2,-1.4552398260914383,-1.091286105765755
xgb_quantile,3,SC,-1.0,-2,0.3729549849326246,0.5380598186715931
xgb_quantile,3,SE,0.0,-15,-0.3804992035288983,0.5338220088179542
xgb_quantile,3,SP,0.0,2,-1.7032901803321672,-1.5134249339030448
xgb_quantile,3,TO,-2.0,-5,-0.09371843917453695,0.1205254248530667
xgb_quantile,4,AC,0.0,1,0.6646496857537014,0.5904250140563616
xgb_quantile,4,AL,0.0,-2,0.08342684483929931,0.24522408158015413
xgb_quantile,4,AM,0.0,19,-0.6824472052688947,0.8255592649484544
xgb_quantile,4,AP,0.0,-12,0.9364146585067074,1.6974009983566722
xgb_quantile,4,BA,9.0,-5,0.4596988666324895,0.5598570810909449
xgb_quantile,4,CE,-20.0,-5,-1.1486517994665806,0.15248825534093877
xgb_quantile,4,DF,0.0,8,1.7141549001854686,1.7888836535178927
xgb_quantile,4,GO,0.0,3,-0.19511281387521193,-0.11460257933879693
xgb_quantile,4,MA,13.0,-2,-0.8101750335440628,-0.7478841229737747
xgb_quantile,4,MG,6.0,-1,1.3823249292254176,1.2388453674802553
xgb_quantile,4,MS,13.0,0,1.36812098814113,1.5109979444993742
xgb_quantile,4,MT,1.0,8,0.6240493667421898,0.643288663000646
xgb_quantile,4,PA,0.0,-4,0.0691794265324545,0.21328665359275234
xgb_quantile,4,PB,0.0,-6,-0.07095384988263508,0.5841566532277527
xgb_quantile,4,PE,0.0,-6,-0.7535915983696659,-0.42758825665388406
xgb_quantile,4,PI,-15.0,-5,-1.323445187911449,-0.7018140226705436
xgb_quantile,4,PR,13.0,1,2.223229850750308,1.7598615575629033
xgb_quantile,4,RJ,4.0,-5,0.8489450539645431,0.911486861803963
xgb_quantile,4,RN,0.0,-5,-0.22392231792979736,0.3586870717745233
xgb_quantile,4,RO,0.0,-3,0.5149804067817018,0.6949819632709539
xgb_quantile,4,RR,0.0,-14,-0.8719087188324651,0.3067530894595825
xgb_quantile,4,RS,18.0,2,2.5239978528328404,2.1138645741963873
xgb_quantile,4,SC,17.0,-1,3.3722784635872562,2.8164049461225305
xgb_quantile,4,SE,0.0,-1,-0.3289615391904913,0.4479160379397642
xgb_quantile,4,SP,9.0,1,1.818175113566264,1.421099802933031
xgb_quantile,4,TO,-9.0,1,-1.3183307294544033,-1.2486576462693337
